From study-source & pulse info,,Record-level information (data),,,,,,,,,,,,,,
Study ID,Pulse ID,Time relative to pulse,Time relative to pulse unit,Variable,Mean,Units,SD,SD type,N,Sample unit,Figure/Table source,Measurement method,Measurement timing,soilm depth,soilm depth units,Notes
409,8,19,hr,rsoil,4.150753769,umol m-2 sec-1,0.473986092,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,21,hr,rsoil,3.587939698,umol m-2 sec-1,0.335414446,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,25,hr,rsoil,3.869346734,umol m-2 sec-1,0.600311201,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,28,hr,rsoil,4.713567839,umol m-2 sec-1,0.733872408,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,32,hr,rsoil,4.64321608,umol m-2 sec-1,0.947784608,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,37,hr,rsoil,3.376884422,umol m-2 sec-1,0.034283091,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,39,hr,rsoil,2.673366834,umol m-2 sec-1,0.399255159,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,41,hr,rsoil,2.462311558,umol m-2 sec-1,0.472463842,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,43,hr,rsoil,2.251256281,umol m-2 sec-1,0.261408566,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,45,hr,rsoil,1.969849246,umol m-2 sec-1,0.477463459,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,49,hr,rsoil,2.32160804,umol m-2 sec-1,0.36160804,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,52,hr,rsoil,3.095477387,umol m-2 sec-1,0.575477387,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,56,hr,rsoil,2.603015075,umol m-2 sec-1,0.363015075,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,61,hr,rsoil,1.969849246,umol m-2 sec-1,0.289849246,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,63,hr,rsoil,1.829145729,umol m-2 sec-1,0.219145729,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,65,hr,rsoil,1.618090452,umol m-2 sec-1,0.008090452,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,67,hr,rsoil,1.618090452,umol m-2 sec-1,0.148090452,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
409,8,69,hr,rsoil,1.547738693,umol m-2 sec-1,0.147738693,SD,3,plot/collar,Figure 5,"PPsystems, EGM-2",,,,
488_1,1,0,min,rsoil,4.358778626,umol m-2 sec-1,2.7,SD,45,plot/collar,Figure 1,"Li-cor, 6400",,,,"some measurements were apparently taken with a LI-Cor 6200.     ""typical"" SD reported, values were not given for each individual mean

N not stated ""each data point represents the ensemble mean of replicate plots over the season""

N estimated based on number of plots and minimum number of treatments possible in the time period assuming one treatment per 2 weeks for the growing season"
488_1,1,0,min,rsoil,5.804071247,umol m-2 sec-1,2.7,SD,45,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_1,1,0,min,rsoil,6.048346056,umol m-2 sec-1,2.7,SD,45,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_1,1,0,min,rsoil,6.333333333,umol m-2 sec-1,2.7,SD,45,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_1,1,45,min,rsoil,5.27480916,umol m-2 sec-1,2.7,SD,45,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_1,1,60,min,rsoil,5.193384224,umol m-2 sec-1,2.7,SD,45,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_1,1,120,min,rsoil,4.969465649,umol m-2 sec-1,2.7,SD,45,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_1,2,0,min,rsoil,2.669211196,umol m-2 sec-1,2.1,SD,45,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_1,2,0,min,rsoil,2.078880407,umol m-2 sec-1,2.1,SD,45,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_1,2,0,min,rsoil,1.977099237,umol m-2 sec-1,2.1,SD,45,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_1,2,0,min,rsoil,1.936386768,umol m-2 sec-1,2.1,SD,45,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_1,2,45,min,rsoil,2.628498728,umol m-2 sec-1,2.1,SD,45,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_1,2,60,min,rsoil,2.872773537,umol m-2 sec-1,2.1,SD,45,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_1,2,120,min,rsoil,2.913486005,umol m-2 sec-1,2.1,SD,45,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,1,0,min,rsoil,5.010178117,umol m-2 sec-1,2.7,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,1,0,min,rsoil,6.292620865,umol m-2 sec-1,2.7,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,1,0,min,rsoil,6.821882952,umol m-2 sec-1,2.7,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,1,0,min,rsoil,6.577608142,umol m-2 sec-1,2.7,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,1,45,min,rsoil,5.72264631,umol m-2 sec-1,2.7,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,1,60,min,rsoil,5.478371501,umol m-2 sec-1,2.7,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,1,120,min,rsoil,5.356234097,umol m-2 sec-1,2.7,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,2,0,min,rsoil,3.666666667,umol m-2 sec-1,2.1,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,2,0,min,rsoil,3.788804071,umol m-2 sec-1,2.1,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,2,0,min,rsoil,4.297709924,umol m-2 sec-1,2.1,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,2,0,min,rsoil,4.440203562,umol m-2 sec-1,2.1,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,2,45,min,rsoil,4.541984733,umol m-2 sec-1,2.1,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,2,60,min,rsoil,4.297709924,umol m-2 sec-1,2.1,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,2,120,min,rsoil,4.114503817,umol m-2 sec-1,2.1,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,3,0,min,rsoil,6.06870229,umol m-2 sec-1,2.7,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,3,0,min,rsoil,7.737913486,umol m-2 sec-1,2.7,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,3,0,min,rsoil,8.511450382,umol m-2 sec-1,2.7,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,3,0,min,rsoil,8.450381679,umol m-2 sec-1,2.7,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,3,45,min,rsoil,6.781170483,umol m-2 sec-1,2.7,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,3,60,min,rsoil,6.679389313,umol m-2 sec-1,2.7,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,3,120,min,rsoil,6.353689567,umol m-2 sec-1,2.7,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,4,0,min,rsoil,4.318066158,umol m-2 sec-1,2.1,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,4,0,min,rsoil,3.666666667,umol m-2 sec-1,2.1,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,4,0,min,rsoil,3.972010178,umol m-2 sec-1,2.1,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,4,0,min,rsoil,4.236641221,umol m-2 sec-1,2.1,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,4,45,min,rsoil,5.315521628,umol m-2 sec-1,2.1,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,4,60,min,rsoil,5.844783715,umol m-2 sec-1,2.1,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
488_2,4,120,min,rsoil,5.905852417,umol m-2 sec-1,2.1,SD,60,plot/collar,Figure 1,"Li-cor, 6400",,,,
455,1,0,day,soil temperature,9.41588785,Celsius,0.318665628,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,1,1,day,soil temperature,8.995327103,Celsius,0.453660436,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,1,2,day,soil temperature,10.88785047,Celsius,0.61007269,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,1,3,day,soil temperature,9.906542056,Celsius,0.392653167,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,1,4,day,soil temperature,11.09813084,Celsius,0.473130841,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,1,5,day,soil temperature,10.67757009,Celsius,0.608125649,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,1,6,day,soil temperature,9.275700935,Celsius,0.45625649,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,1,7,day,soil temperature,8.364485981,Celsius,2.114485981,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,1,0,day,Air temp,13.97196262,Celsius,0.499740395,SE,16,plot/collar,Figure 1,,afternoon,,,
455,1,1,day,Air temp,18.45794393,Celsius,0.541277259,SE,16,plot/collar,Figure 1,,afternoon,,,
455,1,2,day,Air temp,16.21495327,Celsius,0.520508827,SE,16,plot/collar,Figure 1,,afternoon,,,
455,1,3,day,Air temp,17.19626168,Celsius,0.460150571,SE,16,plot/collar,Figure 1,,afternoon,,,
455,1,4,day,Air temp,18.94859813,Celsius,0.406931464,SE,16,plot/collar,Figure 1,,afternoon,,,
455,1,5,day,Air temp,12.57009346,Celsius,0.41731568,SE,16,plot/collar,Figure 1,,afternoon,,,
455,1,6,day,Air temp,14.11214953,Celsius,0.63992731,SE,16,plot/collar,Figure 1,,afternoon,,,
455,1,7,day,Air temp,6.612149533,Celsius,0.501038422,SE,16,plot/collar,Figure 1,,afternoon,,,
455,1,0,day,soil water content gravimetric,14.24050633,%,6.067429406,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,1,1,day,soil water content gravimetric,15.66455696,%,7.010710808,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,1,2,day,soil water content gravimetric,13.76582278,%,6.073515093,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,1,3,day,soil water content gravimetric,12.8164557,%,6.566455696,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,1,4,day,soil water content gravimetric,14.71518987,%,6.06134372,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,1,5,day,soil water content gravimetric,14.71518987,%,5.099805258,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,1,6,day,soil water content gravimetric,13.76582278,%,6.073515093,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,1,7,day,soil water content gravimetric,12.8164557,%,5.124148004,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,1,0,day,soil water content gravimetric,39.33333333,%,2.333333333,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,1,1,day,reco,37.66666667,mg m-2 h-1,2.666666667,SE,4,plot/collar,Figure 1,Agilent 5890 gas chromatograph (collected from soil chambers),afternoon,5,cm,
455,1,2,day,reco,39.33333333,mg m-2 h-1,3.666666667,SE,4,plot/collar,Figure 1,Agilent 5890 gas chromatograph (collected from soil chambers),afternoon,5,cm,
455,1,3,day,reco,34,mg m-2 h-1,4.333333333,SE,4,plot/collar,Figure 1,Agilent 5890 gas chromatograph (collected from soil chambers),afternoon,5,cm,
455,1,4,day,reco,37.33333333,mg m-2 h-1,4.666666667,SE,4,plot/collar,Figure 1,Agilent 5890 gas chromatograph (collected from soil chambers),afternoon,5,cm,
455,1,5,day,reco,39,mg m-2 h-1,4.666666667,SE,4,plot/collar,Figure 1,Agilent 5890 gas chromatograph (collected from soil chambers),afternoon,5,cm,
455,1,6,day,reco,29,mg m-2 h-1,3.666666667,SE,4,plot/collar,Figure 1,Agilent 5890 gas chromatograph (collected from soil chambers),afternoon,5,cm,
455,1,7,day,reco,27,mg m-2 h-1,2.666666667,SE,4,plot/collar,Figure 1,Agilent 5890 gas chromatograph (collected from soil chambers),afternoon,5,cm,
455,2,0,day,soil temperature,9.41588785,Celsius,0.318665628,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,2,1,day,soil temperature,8.995327103,Celsius,0.453660436,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,2,2,day,soil temperature,10.88785047,Celsius,0.61007269,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,2,3,day,soil temperature,9.906542056,Celsius,0.392653167,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,2,4,day,soil temperature,11.09813084,Celsius,0.473130841,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,2,5,day,soil temperature,10.67757009,Celsius,0.608125649,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,2,6,day,soil temperature,9.275700935,Celsius,0.45625649,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,2,7,day,soil temperature,8.364485981,Celsius,2.114485981,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,2,0,day,Air temp,13.97196262,Celsius,0.499740395,SE,16,plot/collar,Figure 1,,afternoon,,,
455,2,1,day,Air temp,18.45794393,Celsius,0.541277259,SE,16,plot/collar,Figure 1,,afternoon,,,
455,2,2,day,Air temp,16.21495327,Celsius,0.520508827,SE,16,plot/collar,Figure 1,,afternoon,,,
455,2,3,day,Air temp,17.19626168,Celsius,0.460150571,SE,16,plot/collar,Figure 1,,afternoon,,,
455,2,4,day,Air temp,18.94859813,Celsius,0.406931464,SE,16,plot/collar,Figure 1,,afternoon,,,
455,2,5,day,Air temp,12.57009346,Celsius,0.41731568,SE,16,plot/collar,Figure 1,,afternoon,,,
455,2,6,day,Air temp,14.11214953,Celsius,0.63992731,SE,16,plot/collar,Figure 1,,afternoon,,,
455,2,7,day,Air temp,6.612149533,Celsius,0.501038422,SE,16,plot/collar,Figure 1,,afternoon,,,
455,2,0,day,soil water content gravimetric,14.71518987,%,6.06134372,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,2,1,day,soil water content gravimetric,23.25949367,%,6.432570594,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,2,2,day,soil water content gravimetric,33.70253165,%,5.33714703,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,2,3,day,soil water content gravimetric,38.44936709,%,4.314751704,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,2,4,day,soil water content gravimetric,36.55063291,%,3.858325219,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,2,5,day,soil water content gravimetric,37.02531646,%,4.813777994,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,2,6,day,soil water content gravimetric,36.07594937,%,4.345180136,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,2,7,day,soil water content gravimetric,34.65189873,%,4.844206426,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,2,0,day,reco,47,mg m-2 h-1,3.666666667,SE,4,plot/collar,Figure 1,"Agilent 5890, gas chromatograph (collected from soil chambers)",afternoon,5,cm,
455,2,1,day,reco,78.33333333,mg m-2 h-1,7.666666667,SE,4,plot/collar,Figure 1,"Agilent 5890, gas chromatograph (collected from soil chambers)",afternoon,5,cm,
455,2,2,day,reco,82.33333333,mg m-2 h-1,3,SE,4,plot/collar,Figure 1,"Agilent 5890, gas chromatograph (collected from soil chambers)",afternoon,5,cm,
455,2,3,day,reco,74.33333333,mg m-2 h-1,0.333333333,SE,4,plot/collar,Figure 1,"Agilent 5890, gas chromatograph (collected from soil chambers)",afternoon,5,cm,
455,2,4,day,reco,77,mg m-2 h-1,4.333333333,SE,4,plot/collar,Figure 1,"Agilent 5890, gas chromatograph (collected from soil chambers)",afternoon,5,cm,
455,2,5,day,reco,62.66666667,mg m-2 h-1,4,SE,4,plot/collar,Figure 1,"Agilent 5890, gas chromatograph (collected from soil chambers)",afternoon,5,cm,
455,2,6,day,reco,54.66666667,mg m-2 h-1,3.333333333,SE,4,plot/collar,Figure 1,"Agilent 5890, gas chromatograph (collected from soil chambers)",afternoon,5,cm,
455,2,7,day,reco,44,mg m-2 h-1,4,SE,4,plot/collar,Figure 1,"Agilent 5890, gas chromatograph (collected from soil chambers)",afternoon,5,cm,
455,3,0,day,soil temperature,9.41588785,Celsius,0.318665628,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,3,1,day,soil temperature,8.995327103,Celsius,0.453660436,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,3,2,day,soil temperature,10.88785047,Celsius,0.61007269,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,3,3,day,soil temperature,9.906542056,Celsius,0.392653167,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,3,4,day,soil temperature,11.09813084,Celsius,0.473130841,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,3,5,day,soil temperature,10.67757009,Celsius,0.608125649,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,3,6,day,soil temperature,9.275700935,Celsius,0.45625649,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,3,7,day,soil temperature,8.364485981,Celsius,2.114485981,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,3,0,day,Air temp,13.97196262,Celsius,0.499740395,SE,16,plot/collar,Figure 1,,afternoon,,,
455,3,1,day,Air temp,18.45794393,Celsius,0.541277259,SE,16,plot/collar,Figure 1,,afternoon,,,
455,3,2,day,Air temp,16.21495327,Celsius,0.520508827,SE,16,plot/collar,Figure 1,,afternoon,,,
455,3,3,day,Air temp,17.19626168,Celsius,0.460150571,SE,16,plot/collar,Figure 1,,afternoon,,,
455,3,4,day,Air temp,18.94859813,Celsius,0.406931464,SE,16,plot/collar,Figure 1,,afternoon,,,
455,3,5,day,Air temp,12.57009346,Celsius,0.41731568,SE,16,plot/collar,Figure 1,,afternoon,,,
455,3,6,day,Air temp,14.11214953,Celsius,0.63992731,SE,16,plot/collar,Figure 1,,afternoon,,,
455,3,7,day,Air temp,6.612149533,Celsius,0.501038422,SE,16,plot/collar,Figure 1,,afternoon,,,
455,3,0,day,soil water content gravimetric,15.18987342,%,3.170642648,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,3,1,day,soil water content gravimetric,25.15822785,%,3.042843233,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,3,2,day,soil water content gravimetric,46.51898734,%,4.211295034,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,3,3,day,soil water content gravimetric,48.41772152,%,3.706183057,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,3,4,day,soil water content gravimetric,52.68987342,%,4.13218111,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,3,5,day,soil water content gravimetric,47.94303797,%,4.193037975,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,3,6,day,soil water content gravimetric,50.79113924,%,4.156523856,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,3,7,day,soil water content gravimetric,54.58860759,%,4.107838364,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,3,0,day,reco,46.33333333,mg m-2 h-1,3.666666667,SE,4,plot/collar,Figure 1,Agilent 5890 gas chromatograph (collected from soil chambers),afternoon,5,cm,
455,3,1,day,reco,78.33333333,mg m-2 h-1,7.333333333,SE,4,plot/collar,Figure 1,Agilent 5890 gas chromatograph (collected from soil chambers),afternoon,5,cm,
455,3,2,day,reco,89,mg m-2 h-1,3.333333333,SE,4,plot/collar,Figure 1,Agilent 5890 gas chromatograph (collected from soil chambers),afternoon,5,cm,
455,3,3,day,reco,82.33333333,mg m-2 h-1,5,SE,4,plot/collar,Figure 1,Agilent 5890 gas chromatograph (collected from soil chambers),afternoon,5,cm,
455,3,4,day,reco,95.33333333,mg m-2 h-1,4.333333333,SE,4,plot/collar,Figure 1,Agilent 5890 gas chromatograph (collected from soil chambers),afternoon,5,cm,
455,3,5,day,reco,65.66666667,mg m-2 h-1,4,SE,4,plot/collar,Figure 1,Agilent 5890 gas chromatograph (collected from soil chambers),afternoon,5,cm,
455,3,6,day,reco,61,mg m-2 h-1,2.666666667,SE,4,plot/collar,Figure 1,Agilent 5890 gas chromatograph (collected from soil chambers),afternoon,5,cm,
455,3,7,day,reco,53,mg m-2 h-1,3.666666667,SE,4,plot/collar,Figure 1,Agilent 5890 gas chromatograph (collected from soil chambers),afternoon,5,cm,
455,4,0,day,soil temperature,9.41588785,Celsius,0.318665628,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,4,1,day,soil temperature,8.995327103,Celsius,0.453660436,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,4,2,day,soil temperature,10.88785047,Celsius,0.61007269,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,4,3,day,soil temperature,9.906542056,Celsius,0.392653167,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,4,4,day,soil temperature,11.09813084,Celsius,0.473130841,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,4,5,day,soil temperature,10.67757009,Celsius,0.608125649,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,4,6,day,soil temperature,9.275700935,Celsius,0.45625649,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,4,7,day,soil temperature,8.364485981,Celsius,2.114485981,SE,16,plot/collar,Figure 1,,afternoon,5,cm,
455,4,0,day,Air temp,13.97196262,Celsius,0.499740395,SE,16,plot/collar,Figure 1,,afternoon,,,
455,4,1,day,Air temp,18.45794393,Celsius,0.541277259,SE,16,plot/collar,Figure 1,,afternoon,,,
455,4,2,day,Air temp,16.21495327,Celsius,0.520508827,SE,16,plot/collar,Figure 1,,afternoon,,,
455,4,3,day,Air temp,17.19626168,Celsius,0.460150571,SE,16,plot/collar,Figure 1,,afternoon,,,
455,4,4,day,Air temp,18.94859813,Celsius,0.406931464,SE,16,plot/collar,Figure 1,,afternoon,,,
455,4,5,day,Air temp,12.57009346,Celsius,0.41731568,SE,16,plot/collar,Figure 1,,afternoon,,,
455,4,6,day,Air temp,14.11214953,Celsius,0.63992731,SE,16,plot/collar,Figure 1,,afternoon,,,
455,4,7,day,Air temp,6.612149533,Celsius,0.501038422,SE,16,plot/collar,Figure 1,,afternoon,,,
455,4,0,day,soil water content gravimetric,18.98734177,%,3.121957157,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,4,1,day,soil water content gravimetric,34.65189873,%,3.882667965,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,4,2,day,soil water content gravimetric,52.21518987,%,3.657497566,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,4,3,day,soil water content gravimetric,61.23417722,%,3.541869523,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,4,4,day,soil water content gravimetric,64.08227848,%,4.466893866,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,4,5,day,soil water content gravimetric,64.08227848,%,3.024586173,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,4,6,day,soil water content gravimetric,67.87974684,%,3.456669912,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,4,7,day,soil water content gravimetric,69.77848101,%,4.393865628,SE,4,plot/collar,Figure 1,,afternoon,5,cm,
455,4,0,day,reco,38.66666667,mg m-2 h-1,3,SE,4,plot/collar,Figure 1,"Agilent 5890, gas chromatograph (collected from soil chambers)",afternoon,5,cm,
455,4,1,day,reco,100,mg m-2 h-1,5.333333333,SE,4,plot/collar,Figure 1,"Agilent 5890, gas chromatograph (collected from soil chambers)",afternoon,5,cm,
455,4,2,day,reco,98,mg m-2 h-1,3.666666667,SE,4,plot/collar,Figure 1,"Agilent 5890, gas chromatograph (collected from soil chambers)",afternoon,5,cm,
455,4,3,day,reco,92,mg m-2 h-1,4.666666667,SE,4,plot/collar,Figure 1,"Agilent 5890, gas chromatograph (collected from soil chambers)",afternoon,5,cm,
455,4,4,day,reco,106.6666667,mg m-2 h-1,4.333333333,SE,4,plot/collar,Figure 1,"Agilent 5890, gas chromatograph (collected from soil chambers)",afternoon,5,cm,
455,4,5,day,reco,78.66666667,mg m-2 h-1,3,SE,4,plot/collar,Figure 1,"Agilent 5890, gas chromatograph (collected from soil chambers)",afternoon,5,cm,
455,4,6,day,reco,69.66666667,mg m-2 h-1,3.333333333,SE,4,plot/collar,Figure 1,"Agilent 5890, gas chromatograph (collected from soil chambers)",afternoon,5,cm,
455,4,7,day,reco,55.33333333,mg m-2 h-1,3.333333333,SE,4,plot/collar,Figure 1,"Agilent 5890, gas chromatograph (collected from soil chambers)",afternoon,5,cm,
452,1,0,day,PAR,2060.194175,umol m-2 sec-1,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,1,day,PAR,1970.873786,umol m-2 sec-1,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,3,day,PAR,1990.291262,umol m-2 sec-1,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,4,day,PAR,1998.058252,umol m-2 sec-1,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,6,day,PAR,1974.757282,umol m-2 sec-1,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,7,day,PAR,1994.174757,umol m-2 sec-1,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,0,day,Air temp,30.48543689,Celsius,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,1,day,Air temp,30.09708738,Celsius,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,3,day,Air temp,30.48543689,Celsius,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,4,day,Air temp,29.70873786,Celsius,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,6,day,Air temp,32.03883495,Celsius,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,7,day,Air temp,25.82524272,Celsius,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,0,day,RH,51.84466019,%,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,1,day,RH,54.95145631,%,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,3,day,RH,57.66990291,%,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,4,day,RH,65.04854369,%,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,6,day,RH,68.54368932,%,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,7,day,RH,78.6407767,%,,,1,plot/collar,Figure 3,"Ppsystems, CIRAS-2",morning,,,
452,1,0,day,anet (photosynthesis),12.96875,umol m-2 sec-1,1.063988095,SE,3,leaf,Figure 6a,"Ppsystems, CIRAS-2",morning,,,
452,1,1,day,anet (photosynthesis),10.9375,umol m-2 sec-1,1.096230159,SE,3,leaf,Figure 6a,"Ppsystems, CIRAS-2",morning,,,
